Unique-id,namea_x,OffTask,Avgright,Avgbug,Avghelp,Avgchoice,Avgstring,Avgnumber,Avgpoint,Avgpchange,Avgtime,AvgtimeSDnormed,Avgtimelast3SDnormed,Avgtimelast5SDnormed,Avgnotright,Avghowmanywrong-up,Avghelppct-up,Avgwrongpct-up,Avgtimeperact-up,AvgPrev3Count-up,AvgPrev5Count-up,Avgrecent8help,Avg recent5wrong,Avgmanywrong-up,AvgasymptoteA-up,AvgasymptoteB-up,avgTimeCorrectAction,percentageRecent5Wrong,timePerActionChange,efficiencyScore,changeInKnowledge,avgBugVsAvgRight,totalWrongActions,avgActionDuration,recentCorrectnessChange,help,Pknow-2,pknow-1,time
awagner-closeloop-ins_h1zaz4-03.30.2011_at_13:53:11-1301507591000-30,stuZt7rs3h,N,0.8,0.0,0,0,0,0,0,0.4,3.4,-0.528733346,-0.050998655,0.562013133,0.2,0.8,0,0.0,10.61666667,0.6,0.6,0,0.0,0.0,0,0,4.25,0.0,-7.21666667,-1.057466692,1.8882866740000002,-0.8,0.0,1.435633327,0.0,0,0.888286674,0.888286674,5
awagner-closeloop-ins_h1zaz4-03.30.2011_at_13:53:11-1301507591000-30,stuZt7rs3h,N,0.8,0.0,0,0,0,0,0,0.4,3.4,-0.528733346,-0.050998655,0.562013133,0.2,0.8,0,0.0,10.61666667,0.6,0.6,0,0.0,0.0,0,0,4.25,0.0,-7.21666667,-1.057466692,-0.15313362500000005,-0.8,0.0,1.435633327,0.0,0,0.735153049,-1.0,0
awagner-closeloop-ins_h1zaz4-03.30.2011_at_13:53:11-1301507591000-30,stuZt7rs3h,N,0.8,0.0,0,0,0,0,0,0.4,3.4,-0.528733346,-0.050998655,0.562013133,0.2,0.8,0,0.0,10.61666667,0.6,0.6,0,0.0,0.0,0,0,4.25,0.0,-7.21666667,-1.057466692,1.988464307,-0.8,0.0,1.435633327,0.0,0,0.988464307,0.988464307,1
awagner-closeloop-ins_h1zaz4-03.30.2011_at_13:53:11-1301507591000-30,stuZt7rs3h,N,0.8,0.0,0,0,0,0,0,0.4,3.4,-0.528733346,-0.050998655,0.562013133,0.2,0.8,0,0.0,10.61666667,0.6,0.6,0,0.0,0.0,0,0,4.25,0.0,-7.21666667,-1.057466692,-0.020703226999999935,-0.8,0.0,1.435633327,0.0,0,0.96776108,0.96776108,10
awagner-closeloop-ins_h1zaz4-03.30.2011_at_13:53:11-1301507591000-32,stuZ77be0l,N,1.0,0.0,0,0,0,0,0,0.0,18.0,-0.482246078,-0.967846968,-1.94924533,0.0,0.0,0,0.0,18.0,0.0,0.0,0,2.0,0.0,0,0,18.0,0.4,0.0,-inf,-0.079474406,-1.0,0.0,8.758876961,-2.0,0,0.888286674,0.888286674,18
awagner-closeloop-ins_h1zaz4-03.30.2011_at_13:53:11-1301507591000-33,stuZ5lp7k7,Y,0.0,0.0,0,0,0,0,0,1.0,0.0,-0.929410016,16.05929559,16.43133909,1.0,4.0,0,0.0,66.75,3.0,3.0,0,3.0,1.0,0,0,,0.6,-66.75,-0.0,-0.602188354,0.0,0.0,-0.464705008,-1.0,0,0.28609832,-1.0,0
awagner-closeloop-ins_h1zaz4-03.30.2011_at_13:53:11-1301507591000-34,stuZu26cso,N,1.0,0.0,0,0,0,0,0,0.0,13.4,0.58863137,-1.352401601,-1.687378407,0.0,0.0,0,0.0,9.233333333,0.0,0.0,0,0.4,0.0,0,0,13.4,0.08,4.166666667000001,inf,1.988464307,-1.0,0.0,6.994315685,2.6,0,0.988464307,0.988464307,5
awagner-closeloop-ins_h1zaz4-03.30.2011_at_13:53:11-1301507591000-34,stuZu26cso,N,1.0,0.0,0,0,0,0,0,0.0,13.4,0.58863137,-1.352401601,-1.687378407,0.0,0.0,0,0.0,9.233333333,0.0,0.0,0,0.4,0.0,0,0,13.4,0.08,4.166666667000001,inf,-0.10017763299999993,-1.0,0.0,6.994315685,0.0,0,0.888286674,0.888286674,3
awagner-closeloop-ins_h1zaz4-03.30.2011_at_13:53:11-1301507591000-34,stuZu26cso,N,1.0,0.0,0,0,0,0,0,0.0,13.4,0.58863137,-1.352401601,-1.687378407,0.0,0.0,0,0.0,9.233333333,0.0,0.0,0,0.4,0.0,0,0,13.4,0.08,4.166666667000001,inf,0.10017763299999993,-1.0,0.0,6.994315685,0.0,0,0.988464307,0.988464307,0
awagner-closeloop-ins_h1zaz4-03.30.2011_at_13:53:11-1301507591000-34,stuZu26cso,N,1.0,0.0,0,0,0,0,0,0.0,13.4,0.58863137,-1.352401601,-1.687378407,0.0,0.0,0,0.0,9.233333333,0.0,0.0,0,0.4,0.0,0,0,13.4,0.08,4.166666667000001,inf,0.0,-1.0,0.0,6.994315685,0.0,0,0.988464307,0.988464307,0
awagner-closeloop-ins_h1zaz4-03.30.2011_at_13:53:11-1301507591000-34,stuZu26cso,N,1.0,0.0,0,0,0,0,0,0.0,13.4,0.58863137,-1.352401601,-1.687378407,0.0,0.0,0,0.0,9.233333333,0.0,0.0,0,0.4,0.0,0,0,13.4,0.08,4.166666667000001,inf,0.010452035999999998,-1.0,0.0,6.994315685,0.0,0,0.998916343,0.998916343,59
awagner-closeloop-ins_h1zaz4-03.30.2011_at_13:53:11-1301507591000-35,stuZaqqbve,N,0.8,0.0,0,0,0,0,0,0.4,4.2,-0.439961395,-0.994512609,-1.284877005,0.2,0.6,0,0.4,4.233333333,0.4,0.4,0,1.8,0.0,0,0,5.25,0.36,-0.033333332999999854,-0.8799227900000001,-0.771424874,-0.8,0.0,1.8800193025,-1.4,0,0.227491469,0.227491469,5
awagner-closeloop-ins_h1zaz4-03.30.2011_at_13:53:11-1301507591000-35,stuZaqqbve,N,0.8,0.0,0,0,0,0,0,0.4,4.2,-0.439961395,-0.994512609,-1.284877005,0.2,0.6,0,0.4,4.233333333,0.4,0.4,0,1.8,0.0,0,0,5.25,0.36,-0.033333332999999854,-0.8799227900000001,0.6607952050000001,-0.8,0.0,1.8800193025,0.0,0,0.888286674,0.888286674,4
awagner-closeloop-ins_h1zaz4-03.30.2011_at_13:53:11-1301507591000-35,stuZaqqbve,N,0.8,0.0,0,0,0,0,0,0.4,4.2,-0.439961395,-0.994512609,-1.284877005,0.2,0.6,0,0.4,4.233333333,0.4,0.4,0,1.8,0.0,0,0,5.25,0.36,-0.033333332999999854,-0.8799227900000001,-0.6607952050000001,-0.8,0.0,1.8800193025,0.0,0,0.227491469,-1.0,6
awagner-closeloop-ins_h1zaz4-03.30.2011_at_13:53:11-1301507591000-35,stuZaqqbve,N,0.8,0.0,0,0,0,0,0,0.4,4.2,-0.439961395,-0.994512609,-1.284877005,0.2,0.6,0,0.4,4.233333333,0.4,0.4,0,1.8,0.0,0,0,5.25,0.36,-0.033333332999999854,-0.8799227900000001,1.227491469,-0.8,0.0,1.8800193025,0.0,0,0.227491469,-1.0,4
awagner-closeloop-ins_h1zaz4-03.30.2011_at_13:53:11-1301507591000-35,stuZaqqbve,N,0.8,0.0,0,0,0,0,0,0.4,4.2,-0.439961395,-0.994512609,-1.284877005,0.2,0.6,0,0.4,4.233333333,0.4,0.4,0,1.8,0.0,0,0,5.25,0.36,-0.033333332999999854,-0.8799227900000001,1.7690641440000001,-0.8,0.0,1.8800193025,0.0,0,0.769064144,0.769064144,2
awagner-closeloop-ins_h1zaz4-03.30.2011_at_13:53:11-1301507591000-37,stuZ9idg5l,N,1.0,0.0,0,0,0,0,0,0.0,4.666666667,-0.518529913,-0.913051024,-1.534802973,0.0,0.0,0,0.0,8.05952381,0.0,0.0,0,0.0,0.0,0,0,4.666666667,0.0,-3.3928571429999996,-inf,0.230835008,-1.0,0.0,2.074068377,1.8,0,0.999899152,0.999899152,1
awagner-closeloop-ins_h1zaz4-03.30.2011_at_13:53:11-1301507591000-37,stuZ9idg5l,N,1.0,0.0,0,0,0,0,0,0.0,4.666666667,-0.518529913,-0.913051024,-1.534802973,0.0,0.0,0,0.0,8.05952381,0.0,0.0,0,0.0,0.0,0,0,4.666666667,0.0,-3.3928571429999996,-inf,0.0,-1.0,0.0,2.074068377,0.0,0,0.999899152,0.999899152,2
awagner-closeloop-ins_h1zaz4-03.30.2011_at_13:53:11-1301507591000-37,stuZ9idg5l,N,1.0,0.0,0,0,0,0,0,0.0,4.666666667,-0.518529913,-0.913051024,-1.534802973,0.0,0.0,0,0.0,8.05952381,0.0,0.0,0,0.0,0.0,0,0,4.666666667,0.0,-3.3928571429999996,-inf,0.0001007669999999461,-1.0,0.0,2.074068377,0.0,0,0.999999919,0.999999919,11
awagner-closeloop-ins_h1zaz4-03.30.2011_at_13:53:11-1301507591000-38,stuZr7514u,N,1.0,0.0,0,0,0,0,0,0.5,7.0,-0.317093966,0.073434035,-0.75248538,0.0,0.5,0,0.0,4.3125,0.0,0.0,0,0.5,0.0,0,0,7.0,0.1,2.6875,-0.634187932,-0.7139015989999999,-1.0,0.0,3.341453017,-0.5,0,0.28609832,-1.0,2
awagner-closeloop-ins_h1zaz4-03.30.2011_at_13:53:11-1301507591000-38,stuZr7514u,N,1.0,0.0,0,0,0,0,0,0.5,7.0,-0.317093966,0.073434035,-0.75248538,0.0,0.5,0,0.0,4.3125,0.0,0.0,0,0.5,0.0,0,0,7.0,0.1,2.6875,-0.634187932,1.988464307,-1.0,0.0,3.341453017,0.0,0,0.988464307,0.988464307,12
awagner-closeloop-ins_h1zaz4-03.30.2011_at_13:53:11-1301507591000-39,stuZ4lil98,N,0.8,0.0,0,0,0,0,0,0.0,4.4,-0.376478084,-1.052909667,-1.798903246,0.2,0.2,0,0.2,7.05,0.0,0.0,0,0.0,0.0,0,0,5.5,0.0,-2.6499999999999995,-inf,0.011434845000000027,-0.8,0.0,2.011760958,0.5,0,0.999899152,0.999899152,3
awagner-closeloop-ins_h1zaz4-03.30.2011_at_13:53:11-1301507591000-39,stuZ4lil98,N,0.8,0.0,0,0,0,0,0,0.0,4.4,-0.376478084,-1.052909667,-1.798903246,0.2,0.2,0,0.2,7.05,0.0,0.0,0,0.0,0.0,0,0,5.5,0.0,-2.6499999999999995,-inf,-0.011434845000000027,-0.8,0.0,2.011760958,0.0,0,0.988464307,0.988464307,3
awagner-closeloop-ins_h1zaz4-03.30.2011_at_13:53:11-1301507591000-39,stuZ4lil98,N,0.8,0.0,0,0,0,0,0,0.0,4.4,-0.376478084,-1.052909667,-1.798903246,0.2,0.2,0,0.2,7.05,0.0,0.0,0,0.0,0.0,0,0,5.5,0.0,-2.6499999999999995,-inf,-0.10017763299999993,-0.8,0.0,2.011760958,0.0,0,0.888286674,0.888286674,2
awagner-closeloop-ins_h1zaz4-03.30.2011_at_13:53:11-1301507591000-39,stuZ4lil98,N,0.8,0.0,0,0,0,0,0,0.0,4.4,-0.376478084,-1.052909667,-1.798903246,0.2,0.2,0,0.2,7.05,0.0,0.0,0,0.0,0.0,0,0,5.5,0.0,-2.6499999999999995,-inf,0.10017763299999993,-0.8,0.0,2.011760958,0.0,0,0.988464307,0.988464307,7
awagner-closeloop-ins_h1zaz4-03.30.2011_at_13:53:11-1301507591000-39,stuZ4lil98,N,0.8,0.0,0,0,0,0,0,0.0,4.4,-0.376478084,-1.052909667,-1.798903246,0.2,0.2,0,0.2,7.05,0.0,0.0,0,0.0,0.0,0,0,5.5,0.0,-2.6499999999999995,-inf,-0.022569604999999937,-0.8,0.0,2.011760958,0.0,0,0.965894702,0.965894702,7
awagner-closeloop-ins_h1zaz4-03.30.2011_at_13:53:11-1301507591000-4,stuZet5bzv,N,0.5,0.0,0,0,0,0,0,0.5,18.0,-0.162564468,-0.62424141,3.08328834,0.5,3.75,0,0.5,19.41666667,0.5,1.5,0,2.25,0.25,0,0,36.0,0.45,-1.4166666700000015,-0.162564468,-0.077608028,-0.5,0.125,8.918717766,-2.25,0,0.888286674,0.888286674,4
awagner-closeloop-ins_h1zaz4-03.30.2011_at_13:53:11-1301507591000-4,stuZet5bzv,N,0.5,0.0,0,0,0,0,0,0.5,18.0,-0.162564468,-0.62424141,3.08328834,0.5,3.75,0,0.5,19.41666667,0.5,1.5,0,2.25,0.25,0,0,36.0,0.45,-1.4166666700000015,-0.162564468,0.0,-0.5,0.125,8.918717766,0.0,0,0.888286674,-1.0,7
awagner-closeloop-ins_h1zaz4-03.30.2011_at_13:53:11-1301507591000-4,stuZet5bzv,N,0.5,0.0,0,0,0,0,0,0.5,18.0,-0.162564468,-0.62424141,3.08328834,0.5,3.75,0,0.5,19.41666667,0.5,1.5,0,2.25,0.25,0,0,36.0,0.45,-1.4166666700000015,-0.162564468,1.8882866740000002,-0.5,0.125,8.918717766,0.0,0,0.888286674,-1.0,0
awagner-closeloop-ins_h1zaz4-03.30.2011_at_13:53:11-1301507591000-4,stuZet5bzv,N,0.5,0.0,0,0,0,0,0,0.5,18.0,-0.162564468,-0.62424141,3.08328834,0.5,3.75,0,0.5,19.41666667,0.5,1.5,0,2.25,0.25,0,0,36.0,0.45,-1.4166666700000015,-0.162564468,1.988464307,-0.5,0.125,8.918717766,0.0,0,0.988464307,0.988464307,61
awagner-closeloop-ins_h1zaz4-03.30.2011_at_13:53:11-1301507591000-40,stuZ5qilc2,N,0.75,0.25,0,0,0,0,0,0.0,15.75,0.294181816,-0.292442861,-0.19457663,0.25,0.25,0,0.25,23.6875,0.0,0.0,0,0.0,0.0,0,0,21.0,0.0,-7.9375,0.8825454479999999,0.010452035999999998,-0.5,0.0,8.022090908,2.25,0,0.998916343,0.998916343,10
awagner-closeloop-ins_h1zaz4-03.30.2011_at_13:53:11-1301507591000-40,stuZ5qilc2,N,0.75,0.25,0,0,0,0,0,0.0,15.75,0.294181816,-0.292442861,-0.19457663,0.25,0.25,0,0.25,23.6875,0.0,0.0,0,0.0,0.0,0,0,21.0,0.0,-7.9375,0.8825454479999999,0.000982809000000029,-0.5,0.0,8.022090908,0.0,0,0.999899152,0.999899152,3
awagner-closeloop-ins_h1zaz4-03.30.2011_at_13:53:11-1301507591000-40,stuZ5qilc2,N,0.75,0.25,0,0,0,0,0,0.0,15.75,0.294181816,-0.292442861,-0.19457663,0.25,0.25,0,0.25,23.6875,0.0,0.0,0,0.0,0.0,0,0,21.0,0.0,-7.9375,0.8825454479999999,-0.000982809000000029,-0.5,0.0,8.022090908,0.0,0,0.998916343,0.998916343,4
awagner-closeloop-ins_h1zaz4-03.30.2011_at_13:53:11-1301507591000-40,stuZ5qilc2,N,0.75,0.25,0,0,0,0,0,0.0,15.75,0.294181816,-0.292442861,-0.19457663,0.25,0.25,0,0.25,23.6875,0.0,0.0,0,0.0,0.0,0,0,21.0,0.0,-7.9375,0.8825454479999999,-0.712818023,-0.5,0.0,8.022090908,0.0,0,0.28609832,0.28609832,46
