Unique-id,namea_x,OffTask,Avgright,Avgbug,Avghelp,Avgchoice,Avgstring,Avgnumber,Avgpoint,Avgpchange,Avgtime,AvgtimeSDnormed,Avgtimelast3SDnormed,Avgtimelast5SDnormed,Avgnotright,Avghowmanywrong-up,Avghelppct-up,Avgwrongpct-up,Avgtimeperact-up,AvgPrev3Count-up,AvgPrev5Count-up,Avgrecent8help,Avg recent5wrong,Avgmanywrong-up,AvgasymptoteA-up,AvgasymptoteB-up,Row,lesson,namea_y,prod,cell,right,bug,help,choice,string,number,point,pknow-1,Pknow-2,pchange,time,timeSDnormed,timelast3SDnormed,timelast5SDnormed,notright,howmanywrong-up,helppct-up,wrongpct-up,timeperact-up,Prev3Count-up,Prev5Count-up,recent8help,recent5wrong,manywrong-up,asymptoteA-up,asymptoteB-up,Behaviour,Coder
awagner-closeloop-ins_h1zaz4-03.30.2011_at_13:53:11-1301507591000-17,stuZ9idg5l,N,0.833333333,0.0,0,0,0,0,0,0.0,3.5,-0.554843899,-1.366454464,-2.018076178,0.166666667,0.166666667,0,0.166666667,4.902777778,0.0,0.0,0,0.0,0.0,0,0,8510,CTA1Z12ZT,stuZ9idg5l,Skill133,Intersection1X,1,0,0,0,0,0,0,0.998916343,0.998916343,0,6,-0.456230284,-1.813686604,-1.978647616,0,0,0,0,7.333333333,0,0,0,0,0,0,0,ON TASK,awagner
awagner-closeloop-ins_h1zaz4-03.30.2011_at_13:53:11-1301507591000-17,stuZ9idg5l,N,0.833333333,0.0,0,0,0,0,0,0.0,3.5,-0.554843899,-1.366454464,-2.018076178,0.166666667,0.166666667,0,0.166666667,4.902777778,0.0,0.0,0,0.0,0.0,0,0,8511,CTA1Z12ZT,stuZ9idg5l,Skill133,Intersection1Y,1,0,0,0,0,0,0,0.999899152,0.999899152,0,1,-0.801358696,-1.814907315,-2.469242162,0,0,0,0,5.75,0,0,0,0,0,0,0,ON TASK,awagner
awagner-closeloop-ins_h1zaz4-03.30.2011_at_13:53:11-1301507591000-17,stuZ9idg5l,N,0.833333333,0.0,0,0,0,0,0,0.0,3.5,-0.554843899,-1.366454464,-2.018076178,0.166666667,0.166666667,0,0.166666667,4.902777778,0.0,0.0,0,0.0,0.0,0,0,8512,CTA1Z12ZT,stuZ9idg5l,Skill1,DoneButtonGoalNode,0,0,0,0,0,0,0,0.735153049,0.735153049,0,3,-0.25778781,-1.776982649,-3.071275583,1,1,0,1,2.5,0,0,0,0,0,0,0,ON TASK,awagner
awagner-closeloop-ins_h1zaz4-03.30.2011_at_13:53:11-1301507591000-19,stuZ4lil98,N,1.0,0.0,0,0,0,0,0,0.0,5.25,-0.525769705,-1.829774821,-2.621184431,0.0,0.0,0,0.0,5.875,0.0,0.0,0,0.0,0.0,0,0,2621,CTA1Z12ZT,stuZ4lil98,Skill91,R7C2,1,0,0,0,0,0,0,0.888286674,0.888286674,0,0,-0.86737481,-1.201824599,-1.822040766,0,0,0,0,0.0,0,0,0,0,0,0,0,ON TASK,awagner
awagner-closeloop-ins_h1zaz4-03.30.2011_at_13:53:11-1301507591000-19,stuZ4lil98,N,1.0,0.0,0,0,0,0,0,0.0,5.25,-0.525769705,-1.829774821,-2.621184431,0.0,0.0,0,0.0,5.875,0.0,0.0,0,0.0,0.0,0,0,2622,CTA1Z12ZT,stuZ4lil98,Skill91,R7C3,1,0,0,0,0,0,0,0.988464307,0.988464307,0,0,-0.740959895,-2.063460528,-2.88842466,0,0,0,0,0.0,0,0,0,0,0,0,0,ON TASK,awagner
awagner-closeloop-ins_h1zaz4-03.30.2011_at_13:53:11-1301507591000-19,stuZ4lil98,N,1.0,0.0,0,0,0,0,0,0.0,5.25,-0.525769705,-1.829774821,-2.621184431,0.0,0.0,0,0.0,5.875,0.0,0.0,0,0.0,0.0,0,0,2623,CTA1Z12ZT,stuZ4lil98,Skill124,Series1Label,1,0,0,0,0,0,0,0.888286674,0.888286674,0,13,-0.15969257,-2.285786883,-2.810159304,0,0,0,0,13.0,0,0,0,0,0,0,0,ON TASK,awagner
awagner-closeloop-ins_h1zaz4-03.30.2011_at_13:53:11-1301507591000-19,stuZ4lil98,N,1.0,0.0,0,0,0,0,0,0.0,5.25,-0.525769705,-1.829774821,-2.621184431,0.0,0.0,0,0.0,5.875,0.0,0.0,0,0.0,0.0,0,0,2624,CTA1Z12ZT,stuZ4lil98,Skill124,Series2Label,1,0,0,0,0,0,0,0.988464307,0.988464307,0,8,-0.335051546,-1.768027276,-2.964112993,0,0,0,0,10.5,0,0,0,0,0,0,0,ON TASK,awagner
awagner-closeloop-ins_h1zaz4-03.30.2011_at_13:53:11-1301507591000-21,stuZgy46jl,N,0.5,0.0,0,0,0,0,0,0.0,13.0,0.177151243,-0.037686273,-1.197378843,0.5,0.5,0,0.5,14.5,0.0,0.0,0,0.0,0.0,0,0,18428,CTA1Z12ZT,stuZgy46jl,Skill84,Series2AddCurve,1,0,0,0,0,0,0,0.988464307,0.988464307,0,7,-0.199325274,-0.047880901,-1.507683267,0,0,0,0,10.0,0,0,0,0,0,0,0,ON TASK,awagner
awagner-closeloop-ins_h1zaz4-03.30.2011_at_13:53:11-1301507591000-21,stuZgy46jl,N,0.5,0.0,0,0,0,0,0,0.0,13.0,0.177151243,-0.037686273,-1.197378843,0.5,0.5,0,0.5,14.5,0.0,0.0,0,0.0,0.0,0,0,18429,CTA1Z12ZT,stuZgy46jl,Skill133,Intersection1X,0,0,0,0,0,0,0,0.28609832,0.28609832,0,19,0.55362776,-0.027491645,-0.887074419,1,1,0,1,19.0,0,0,0,0,0,0,0,ON TASK,awagner
awagner-closeloop-ins_h1zaz4-03.30.2011_at_13:53:11-1301507591000-22,stuZxoxmpe,N,0.0,0.0,0,0,0,0,0,1.0,34.0,2.476222826,1.084494213,-0.021619918,1.0,37.0,0,27.0,6.75,2.0,4.0,0,3.0,1.0,0,0,34527,CTA1Z12ZT,stuZxoxmpe,Skill133,Intersection1Y,0,0,0,0,0,0,0,-1.0,0.735153049,1,34,2.476222826,1.084494213,-0.021619918,1,37,0,27,6.75,2,4,0,3,1,0,0,ON TASK,awagner
awagner-closeloop-ins_h1zaz4-03.30.2011_at_13:53:11-1301507591000-23,stuZ6n5zl1,N,1.0,0.0,0,0,0,0,0,0.0,5.2,-0.364523251,-0.998949753,-1.545822494,0.0,0.0,0,0.0,5.3,0.0,0.0,0,0.0,0.0,0,0,5666,CTA1Z12ZT,stuZ6n5zl1,Skill24,N40x1000strategic,1,0,0,0,0,0,0,0.999990623,0.999990623,0,7,0.115151515,-1.151252037,-1.341424276,0,0,0,0,7.0,0,0,0,0,0,0,0,ON TASK,awagner
awagner-closeloop-ins_h1zaz4-03.30.2011_at_13:53:11-1301507591000-23,stuZ6n5zl1,N,1.0,0.0,0,0,0,0,0,0.0,5.2,-0.364523251,-0.998949753,-1.545822494,0.0,0.0,0,0.0,5.3,0.0,0.0,0,0.0,0.0,0,0,5667,CTA1Z12ZT,stuZ6n5zl1,Skill115,R7C1,1,0,0,0,0,0,0,0.999990623,0.999990623,0,8,-0.419413919,-0.139848485,-1.392939428,0,0,0,0,6.0,0,0,0,0,0,0,0,ON TASK,awagner
awagner-closeloop-ins_h1zaz4-03.30.2011_at_13:53:11-1301507591000-23,stuZ6n5zl1,N,1.0,0.0,0,0,0,0,0,0.0,5.2,-0.364523251,-0.998949753,-1.545822494,0.0,0.0,0,0.0,5.3,0.0,0.0,0,0.0,0.0,0,0,5668,CTA1Z12ZT,stuZ6n5zl1,Skill91,R7C2,1,0,0,0,0,0,0,0.998916343,0.998916343,0,0,-0.86737481,-0.504262404,-1.455514441,0,0,0,0,0.0,0,0,0,0,0,0,0,ON TASK,awagner
awagner-closeloop-ins_h1zaz4-03.30.2011_at_13:53:11-1301507591000-23,stuZ6n5zl1,N,1.0,0.0,0,0,0,0,0,0.0,5.2,-0.364523251,-0.998949753,-1.545822494,0.0,0.0,0,0.0,5.3,0.0,0.0,0,0.0,0.0,0,0,5669,CTA1Z12ZT,stuZ6n5zl1,Skill91,R7C3,1,0,0,0,0,0,0,0.999899152,0.999899152,0,0,-0.740959895,-1.171637215,-1.426637215,0,0,0,0,0.0,0,0,0,0,0,0,0,ON TASK,awagner
awagner-closeloop-ins_h1zaz4-03.30.2011_at_13:53:11-1301507591000-23,stuZ6n5zl1,N,1.0,0.0,0,0,0,0,0,0.0,5.2,-0.364523251,-0.998949753,-1.545822494,0.0,0.0,0,0.0,5.3,0.0,0.0,0,0.0,0.0,0,0,5670,CTA1Z12ZT,stuZ6n5zl1,Skill122,XLabel,1,0,0,0,0,0,0,0.988464307,0.988464307,0,11,0.089980855,-2.027748625,-2.112597109,0,0,0,0,13.5,0,0,0,0,0,0,0,ON TASK,awagner
awagner-closeloop-ins_h1zaz4-03.30.2011_at_13:53:11-1301507591000-26,stuZbsj5kw,N,1.0,0.0,0,0,0,0,0,0.5,16.5,1.680667935,1.756871137,1.838995703,0.0,0.5,0,0.0,9.25,0.5,0.5,0,1.0,0.0,0,0,10882,CTA1Z12ZRAH,stuZbsj5kw,Skill108,R4C2,1,0,0,0,0,0,0,0.999899152,0.999899152,0,4,-0.562751123,2.029318127,2.072329751,0,0,0,0,4.0,0,0,0,1,0,0,0,ON TASK,awagner
awagner-closeloop-ins_h1zaz4-03.30.2011_at_13:53:11-1301507591000-26,stuZbsj5kw,N,1.0,0.0,0,0,0,0,0,0.5,16.5,1.680667935,1.756871137,1.838995703,0.0,0.5,0,0.0,9.25,0.5,0.5,0,1.0,0.0,0,0,10883,CTA1Z12ZRAH,stuZbsj5kw,Skill101,R4C3,1,0,0,0,0,0,0,-1.0,0.888286674,1,29,3.924086992,1.484424147,1.605661654,0,1,0,0,14.5,1,1,0,1,0,0,0,ON TASK,awagner
awagner-closeloop-ins_h1zaz4-03.30.2011_at_13:53:11-1301507591000-27,stuZkagkh6,N,1.0,0.0,0,0,0,0,0,0.0,9.0,-0.210558033,-1.152812621,-1.879696446,0.0,0.0,0,0.0,12.0,0.0,0.0,0,0.0,0.0,0,0,19157,CTA1Z12ZRAH,stuZkagkh6,Skill149,R3C3,1,0,0,0,0,0,0,0.988464307,0.988464307,0,9,-0.210558033,-1.152812621,-1.879696446,0,0,0,0,12.0,0,0,0,0,0,0,0,ON TASK,awagner
awagner-closeloop-ins_h1zaz4-03.30.2011_at_13:53:11-1301507591000-3,stuZ6n5zl1,N,1.0,0.0,0,0,0,0,0,1.0,15.0,-0.039648652,-0.785438503,-1.464871936,0.0,1.0,0,0.0,15.0,1.0,1.0,0,1.0,0.0,0,0,5635,CTA1Z12ZT,stuZ6n5zl1,Skill124,Series1Label,1,0,0,0,0,0,0,-1.0,0.28609832,1,15,-0.039648652,-0.785438503,-1.464871936,0,1,0,0,15.0,1,1,0,1,0,0,0,ON TASK,awagner
awagner-closeloop-ins_h1zaz4-03.30.2011_at_13:53:11-1301507591000-30,stuZt7rs3h,N,0.8,0.0,0,0,0,0,0,0.4,3.4,-0.528733346,-0.050998655,0.562013133,0.2,0.8,0,0.0,10.61666667,0.6,0.6,0,0.0,0.0,0,0,28802,CTA1Z12ZT,stuZt7rs3h,Skill1,R5C1,0,0,0,0,0,0,0,-1.0,0.735153049,1,1,-0.856439275,1.148963706,1.960749107,1,2,0,0,3.5,1,1,0,0,0,0,0,ON TASK,awagner
awagner-closeloop-ins_h1zaz4-03.30.2011_at_13:53:11-1301507591000-30,stuZt7rs3h,N,0.8,0.0,0,0,0,0,0,0.4,3.4,-0.528733346,-0.050998655,0.562013133,0.2,0.8,0,0.0,10.61666667,0.6,0.6,0,0.0,0.0,0,0,28803,CTA1Z12ZT,stuZt7rs3h,Skill96,R5C2,1,0,0,0,0,0,0,0.888286674,0.888286674,0,5,-0.389854392,1.107066539,1.104309832,0,0,0,0,5.0,0,0,0,0,0,0,0,ON TASK,awagner
awagner-closeloop-ins_h1zaz4-03.30.2011_at_13:53:11-1301507591000-30,stuZt7rs3h,N,0.8,0.0,0,0,0,0,0,0.4,3.4,-0.528733346,-0.050998655,0.562013133,0.2,0.8,0,0.0,10.61666667,0.6,0.6,0,0.0,0.0,0,0,28804,CTA1Z12ZT,stuZt7rs3h,Skill108,R5C1,1,0,0,0,0,0,0,-1.0,0.735153049,1,0,-0.928219637,1.629845912,-0.09732996,0,2,0,0,22.33333333,2,2,0,0,0,0,0,ON TASK,awagner
awagner-closeloop-ins_h1zaz4-03.30.2011_at_13:53:11-1301507591000-30,stuZt7rs3h,N,0.8,0.0,0,0,0,0,0,0.4,3.4,-0.528733346,-0.050998655,0.562013133,0.2,0.8,0,0.0,10.61666667,0.6,0.6,0,0.0,0.0,0,0,28805,CTA1Z12ZT,stuZt7rs3h,Skill96,R5C3,1,0,0,0,0,0,0,0.988464307,0.988464307,0,1,-0.648282098,-2.174513304,-0.21100749,0,0,0,0,3.0,0,0,0,0,0,0,0,ON TASK,awagner
awagner-closeloop-ins_h1zaz4-03.30.2011_at_13:53:11-1301507591000-30,stuZt7rs3h,N,0.8,0.0,0,0,0,0,0,0.4,3.4,-0.528733346,-0.050998655,0.562013133,0.2,0.8,0,0.0,10.61666667,0.6,0.6,0,0.0,0.0,0,0,28806,CTA1Z12ZT,stuZt7rs3h,Skill108,R6C1,1,0,0,0,0,0,0,0.96776108,0.96776108,0,10,0.179128673,-1.966356127,0.053344177,0,0,0,0,19.25,0,0,0,0,0,0,0,ON TASK,awagner
awagner-closeloop-ins_h1zaz4-03.30.2011_at_13:53:11-1301507591000-32,stuZ77be0l,N,1.0,0.0,0,0,0,0,0,0.0,18.0,-0.482246078,-0.967846968,-1.94924533,0.0,0.0,0,0.0,18.0,0.0,0.0,0,2.0,0.0,0,0,6741,CTA1Z12ZT,stuZ77be0l,Skill19,N525021x585013xstrategic,1,0,0,0,0,0,0,0.888286674,0.888286674,0,18,-0.482246078,-0.967846968,-1.94924533,0,0,0,0,18.0,0,0,0,2,0,0,0,ON TASK,awagner
awagner-closeloop-ins_h1zaz4-03.30.2011_at_13:53:11-1301507591000-33,stuZ5lp7k7,Y,0.0,0.0,0,0,0,0,0,1.0,0.0,-0.929410016,16.05929559,16.43133909,1.0,4.0,0,0.0,66.75,3.0,3.0,0,3.0,1.0,0,0,3976,CTA1Z12ZRAH,stuZ5lp7k7,Skill115,R4C1,0,0,0,0,0,0,0,-1.0,0.28609832,1,0,-0.929410016,16.05929559,16.43133909,1,4,0,0,66.75,3,3,0,3,1,0,0,OFF TASK,awagner
awagner-closeloop-ins_h1zaz4-03.30.2011_at_13:53:11-1301507591000-34,stuZu26cso,N,1.0,0.0,0,0,0,0,0,0.0,13.4,0.58863137,-1.352401601,-1.687378407,0.0,0.0,0,0.0,9.233333333,0.0,0.0,0,0.4,0.0,0,0,30524,CTA1Z12ZT,stuZu26cso,Skill24,N021x0strategic,1,0,0,0,0,0,0,0.988464307,0.988464307,0,5,-0.142857143,-0.888121705,-0.954398712,0,0,0,0,4.5,0,0,0,1,0,0,0,ON TASK,awagner
awagner-closeloop-ins_h1zaz4-03.30.2011_at_13:53:11-1301507591000-34,stuZu26cso,N,1.0,0.0,0,0,0,0,0,0.0,13.4,0.58863137,-1.352401601,-1.687378407,0.0,0.0,0,0.0,9.233333333,0.0,0.0,0,0.4,0.0,0,0,30525,CTA1Z12ZT,stuZu26cso,Skill96,R5C2,1,0,0,0,0,0,0,0.888286674,0.888286674,0,3,-0.593236261,-1.143726202,-0.720485316,0,0,0,0,3.0,0,0,0,1,0,0,0,ON TASK,awagner
awagner-closeloop-ins_h1zaz4-03.30.2011_at_13:53:11-1301507591000-34,stuZu26cso,N,1.0,0.0,0,0,0,0,0,0.0,13.4,0.58863137,-1.352401601,-1.687378407,0.0,0.0,0,0.0,9.233333333,0.0,0.0,0,0.4,0.0,0,0,30526,CTA1Z12ZT,stuZu26cso,Skill96,R5C3,1,0,0,0,0,0,0,0.988464307,0.988464307,0,0,-0.824141049,-0.824328698,-1.624215109,0,0,0,0,1.5,0,0,0,0,0,0,0,ON TASK,awagner
awagner-closeloop-ins_h1zaz4-03.30.2011_at_13:53:11-1301507591000-34,stuZu26cso,N,1.0,0.0,0,0,0,0,0,0.0,13.4,0.58863137,-1.352401601,-1.687378407,0.0,0.0,0,0.0,9.233333333,0.0,0.0,0,0.4,0.0,0,0,30527,CTA1Z12ZT,stuZu26cso,Skill108,R5C1,1,0,0,0,0,0,0,0.988464307,0.988464307,0,0,-0.928219637,-1.560234453,-2.561103512,0,0,0,0,10.5,0,0,0,0,0,0,0,ON TASK,awagner
awagner-closeloop-ins_h1zaz4-03.30.2011_at_13:53:11-1301507591000-34,stuZu26cso,N,1.0,0.0,0,0,0,0,0,0.0,13.4,0.58863137,-1.352401601,-1.687378407,0.0,0.0,0,0.0,9.233333333,0.0,0.0,0,0.4,0.0,0,0,30528,CTA1Z12ZT,stuZu26cso,Skill108,R6C1,1,0,0,0,0,0,0,0.998916343,0.998916343,0,59,5.431610942,-2.345596947,-2.576689384,0,0,0,0,26.66666667,0,0,0,0,0,0,0,ON TASK,awagner
awagner-closeloop-ins_h1zaz4-03.30.2011_at_13:53:11-1301507591000-35,stuZaqqbve,N,0.8,0.0,0,0,0,0,0,0.4,4.2,-0.439961395,-0.994512609,-1.284877005,0.2,0.6,0,0.4,4.233333333,0.4,0.4,0,1.8,0.0,0,0,9590,CTA1Z12ZRAH,stuZaqqbve,Skill128,R2C2,0,0,0,0,0,0,0,0.227491469,0.227491469,0,5,-0.477321814,0.025499834,0.0,1,1,0,2,4.0,0,0,0,1,0,0,0,ON TASK,awagner
awagner-closeloop-ins_h1zaz4-03.30.2011_at_13:53:11-1301507591000-35,stuZaqqbve,N,0.8,0.0,0,0,0,0,0,0.4,4.2,-0.439961395,-0.994512609,-1.284877005,0.2,0.6,0,0.4,4.233333333,0.4,0.4,0,1.8,0.0,0,0,9591,CTA1Z12ZRAH,stuZaqqbve,Skill146,R3C1,1,0,0,0,0,0,0,0.888286674,0.888286674,0,4,-0.295404814,-1.267872006,-1.45182198,0,0,0,0,4.0,0,0,0,2,0,0,0,ON TASK,awagner
awagner-closeloop-ins_h1zaz4-03.30.2011_at_13:53:11-1301507591000-35,stuZaqqbve,N,0.8,0.0,0,0,0,0,0,0.4,4.2,-0.439961395,-0.994512609,-1.284877005,0.2,0.6,0,0.4,4.233333333,0.4,0.4,0,1.8,0.0,0,0,9592,CTA1Z12ZRAH,stuZaqqbve,Skill128,R2C1,1,0,0,0,0,0,0,-1.0,0.227491469,1,6,-0.348571429,-1.40048173,-0.747226794,0,1,0,0,4.666666667,1,1,0,2,0,0,0,ON TASK,awagner
awagner-closeloop-ins_h1zaz4-03.30.2011_at_13:53:11-1301507591000-35,stuZaqqbve,N,0.8,0.0,0,0,0,0,0,0.4,4.2,-0.439961395,-0.994512609,-1.284877005,0.2,0.6,0,0.4,4.233333333,0.4,0.4,0,1.8,0.0,0,0,9593,CTA1Z12ZRAH,stuZaqqbve,Skill128,R2C2,1,0,0,0,0,0,0,-1.0,0.227491469,1,4,-0.564434845,-1.121298057,-1.911848249,0,1,0,0,4.5,1,1,0,2,0,0,0,ON TASK,awagner
awagner-closeloop-ins_h1zaz4-03.30.2011_at_13:53:11-1301507591000-35,stuZaqqbve,N,0.8,0.0,0,0,0,0,0,0.4,4.2,-0.439961395,-0.994512609,-1.284877005,0.2,0.6,0,0.4,4.233333333,0.4,0.4,0,1.8,0.0,0,0,9594,CTA1Z12ZRAH,stuZaqqbve,Skill128,R2C3,1,0,0,0,0,0,0,0.769064144,0.769064144,0,2,-0.514074074,-1.208411088,-2.313488004,0,0,0,0,4.0,0,0,0,2,0,0,0,ON TASK,awagner
awagner-closeloop-ins_h1zaz4-03.30.2011_at_13:53:11-1301507591000-37,stuZ9idg5l,N,1.0,0.0,0,0,0,0,0,0.0,4.666666667,-0.518529913,-0.913051024,-1.534802973,0.0,0.0,0,0.0,8.05952381,0.0,0.0,0,0.0,0.0,0,0,8578,CTA1Z12ZT,stuZ9idg5l,Skill144,R2C1,1,0,0,0,0,0,0,0.999899152,0.999899152,0,1,-0.799001519,-0.250758849,-1.609950408,0,0,0,0,10.75,0,0,0,0,0,0,0,ON TASK,awagner
awagner-closeloop-ins_h1zaz4-03.30.2011_at_13:53:11-1301507591000-37,stuZ9idg5l,N,1.0,0.0,0,0,0,0,0,0.0,4.666666667,-0.518529913,-0.913051024,-1.534802973,0.0,0.0,0,0.0,8.05952381,0.0,0.0,0,0.0,0.0,0,0,8579,CTA1Z12ZT,stuZ9idg5l,Skill146,R3C1,1,0,0,0,0,0,0,0.999899152,0.999899152,0,2,-0.455645161,-1.145268437,-1.489052983,0,0,0,0,2.0,0,0,0,0,0,0,0,ON TASK,awagner
awagner-closeloop-ins_h1zaz4-03.30.2011_at_13:53:11-1301507591000-37,stuZ9idg5l,N,1.0,0.0,0,0,0,0,0,0.0,4.666666667,-0.518529913,-0.913051024,-1.534802973,0.0,0.0,0,0.0,8.05952381,0.0,0.0,0,0.0,0.0,0,0,8580,CTA1Z12ZT,stuZ9idg5l,Skill136,R1C2,1,0,0,0,0,0,0,0.999999919,0.999999919,0,11,-0.300943058,-1.343125787,-1.50540553,0,0,0,0,11.42857143,0,0,0,0,0,0,0,ON TASK,awagner
